date_found,source_platform,source_url,card_name,card_type,company_name,company_website,app_store_link,play_store_link,parent_company,issuing_bank,ceo_or_founders,contact_email,physical_address,phone_number,terms_conditions_url,privacy_policy_url,notes
2026-04-20,App Store,https://apps.apple.com/fr/app/oppi-bitcoin-crypto-wallet/id6502544148,âApp Oppi: Bitcoin &amp; Crypto Wallet - AppÂ Store,Virtual,,https://apps.apple.com,https://apps.apple.com/us/iphone/today,,,,,,,,https://apps.apple.com/us/iphone/story/id1892106870,https://www.apple.com/legal/privacy/data/en/app-store/,"Get a free virtual crypto card backed by Mastercard, an optional physical crypto card backed by Visa, and spend your crypto at 150M+ merchants worldwide with no ..."
